Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas906      Pavarde906     9     7     6     10    4     3     3     5     7     3     8     9     10    4     3     10    
Vardas907      Pavarde907     4     1     4     6     8     7     3     1     2     6     4     2     5     5     5     2     
Vardas908      Pavarde908     6     2     10    7     6     1     2     7     5     6     9     3     6     7     7     4     
Vardas909      Pavarde909     7     2     9     1     2     9     8     5     9     9     4     3     2     1     9     4     
Vardas910      Pavarde910     6     7     10    2     10    6     9     1     9     3     6     4     3     3     2     3     
Vardas911      Pavarde911     9     2     4     8     1     2     5     7     7     3     1     5     7     4     4     8     
Vardas912      Pavarde912     8     7     6     2     7     10    5     9     3     2     5     9     2     6     3     6     
Vardas913      Pavarde913     6     9     6     5     1     6     7     8     6     6     1     6     1     6     4     10    
Vardas914      Pavarde914     2     7     1     5     9     3     7     5     6     10    3     4     8     8     8     9     
Vardas915      Pavarde915     9     8     10    4     2     2     8     3     3     9     1     9     2     4     6     1     
Vardas916      Pavarde916     7     4     5     10    8     2     4     4     4     5     7     6     1     2     3     7     
Vardas917      Pavarde917     2     9     7     5     2     9     1     10    6     3     7     1     3     10    2     4     
Vardas918      Pavarde918     1     1     1     8     9     10    7     7     3     5     6     6     6     8     2     5     
Vardas919      Pavarde919     7     2     8     4     5     9     3     9     8     7     4     8     10    8     3     9     
Vardas920      Pavarde920     4     7     7     3     9     7     8     5     9     10    9     2     5     2     7     7     
Vardas921      Pavarde921     10    2     1     9     1     2     7     3     2     5     4     4     9     4     5     8     
Vardas922      Pavarde922     4     5     4     4     6     3     5     1     10    5     8     5     10    7     5     8     
Vardas923      Pavarde923     1     1     9     1     7     2     10    7     1     7     3     2     8     1     7     10    
Vardas924      Pavarde924     3     4     5     8     7     3     10    5     8     5     10    6     3     1     3     3     
Vardas925      Pavarde925     2     4     9     5     7     5     1     3     2     5     8     7     9     6     4     8     
Vardas926      Pavarde926     1     2     2     9     2     5     4     3     3     4     7     6     2     6     6     10    
Vardas927      Pavarde927     9     7     2     6     3     8     5     9     3     1     4     4     2     6     1     1     
Vardas928      Pavarde928     4     5     4     3     10    1     8     4     1     8     4     7     7     3     2     6     
Vardas929      Pavarde929     5     6     1     4     6     10    2     2     3     8     1     1     9     4     5     3     
Vardas930      Pavarde930     1     9     1     7     3     6     5     9     4     10    1     3     3     2     2     4     
Vardas931      Pavarde931     5     2     9     10    6     5     3     10    1     10    5     7     7     9     8     8     
Vardas932      Pavarde932     4     3     6     4     1     2     4     9     1     6     3     1     6     6     1     10    
Vardas933      Pavarde933     1     5     5     2     1     5     5     9     3     9     5     5     2     6     3     2     
Vardas934      Pavarde934     4     5     1     7     4     9     3     4     10    4     5     6     5     4     8     9     
Vardas935      Pavarde935     8     6     2     4     7     3     9     5     8     7     1     1     7     2     1     1     
Vardas936      Pavarde936     2     7     7     3     1     4     8     8     7     7     9     8     7     1     10    3     
Vardas937      Pavarde937     2     7     7     2     5     3     8     3     6     9     6     6     9     4     3     5     
Vardas938      Pavarde938     10    2     7     10    10    9     10    3     8     5     4     10    4     9     1     7     
Vardas939      Pavarde939     3     8     10    3     5     1     3     2     1     9     7     8     2     2     9     6     
Vardas940      Pavarde940     2     3     8     2     3     5     1     1     3     2     4     7     2     9     6     2     
Vardas941      Pavarde941     5     2     2     9     7     6     5     2     4     3     7     6     10    10    1     2     
Vardas942      Pavarde942     3     8     3     4     9     2     10    2     7     5     8     9     9     4     7     10    
Vardas943      Pavarde943     7     3     8     4     10    6     3     9     3     4     1     3     10    9     1     1     
Vardas944      Pavarde944     8     7     6     3     6     2     6     7     5     1     2     5     3     10    7     6     
Vardas945      Pavarde945     3     9     5     5     6     3     6     9     9     5     8     3     7     7     1     3     
Vardas946      Pavarde946     7     1     10    3     6     8     6     5     5     2     7     10    5     7     10    8     
Vardas947      Pavarde947     4     8     2     1     7     6     4     3     8     6     5     6     1     10    4     4     
Vardas948      Pavarde948     1     10    4     3     5     6     9     9     8     10    2     2     7     2     5     5     
Vardas949      Pavarde949     1     7     2     6     9     6     8     1     3     9     10    9     1     3     6     8     
Vardas950      Pavarde950     8     4     1     2     3     2     10    1     10    7     4     9     3     9     1     2     
Vardas951      Pavarde951     6     5     6     5     10    1     9     9     10    1     10    9     3     9     2     8     
Vardas952      Pavarde952     4     5     7     10    10    3     4     10    9     1     8     2     4     2     8     5     
Vardas953      Pavarde953     1     2     6     5     5     7     8     6     9     10    7     1     3     2     4     7     
Vardas954      Pavarde954     1     4     4     8     4     3     7     4     3     1     5     2     2     4     3     5     
Vardas955      Pavarde955     2     4     3     8     5     10    2     3     6     10    9     6     3     1     8     7     
Vardas956      Pavarde956     7     2     8     8     4     8     10    5     2     4     2     10    5     2     2     9     
Vardas957      Pavarde957     7     3     3     6     2     6     10    4     5     9     9     2     7     5     1     1     
Vardas958      Pavarde958     10    1     5     3     8     7     8     9     8     2     1     3     1     3     2     7     
Vardas959      Pavarde959     4     6     2     10    9     2     7     5     9     4     10    7     1     7     4     6     
Vardas960      Pavarde960     8     5     2     10    6     5     10    5     5     5     9     1     9     1     9     2     
Vardas961      Pavarde961     3     6     1     3     6     3     5     7     9     2     10    8     7     5     9     8     
Vardas962      Pavarde962     4     4     3     5     4     2     9     3     8     1     1     10    7     2     6     9     
Vardas963      Pavarde963     7     1     1     4     5     1     1     10    3     1     5     6     7     4     2     2     
Vardas964      Pavarde964     8     1     1     1     2     2     2     5     1     3     6     3     5     2     6     6     
Vardas965      Pavarde965     6     5     4     2     8     2     6     10    8     3     8     2     2     4     4     8     
Vardas966      Pavarde966     3     4     10    9     8     5     8     8     8     10    7     9     4     9     10    1     
Vardas967      Pavarde967     6     4     8     1     9     1     7     5     2     10    5     4     6     5     9     9     
Vardas968      Pavarde968     8     1     4     9     8     9     9     5     1     4     9     2     6     10    3     5     
Vardas969      Pavarde969     5     3     6     5     5     10    3     6     7     5     1     8     7     10    2     2     
Vardas970      Pavarde970     7     7     8     10    4     2     6     4     8     7     3     5     7     1     10    7     
Vardas971      Pavarde971     9     10    2     3     10    9     9     8     5     3     1     2     1     5     10    1     
Vardas972      Pavarde972     10    7     7     3     2     4     7     2     5     7     7     3     9     2     6     2     
Vardas973      Pavarde973     8     1     5     6     3     1     10    3     6     10    2     4     8     8     6     1     
Vardas974      Pavarde974     6     7     9     2     7     3     9     4     4     1     8     2     2     1     7     7     
Vardas975      Pavarde975     2     3     10    9     7     2     1     4     1     10    3     4     6     6     3     1     
Vardas976      Pavarde976     8     9     2     10    1     1     2     4     2     10    6     9     7     3     8     2     
Vardas977      Pavarde977     5     3     2     8     2     8     5     10    2     5     1     2     1     1     4     1     
Vardas978      Pavarde978     10    10    3     1     10    4     4     5     6     5     3     1     9     10    10    1     
Vardas979      Pavarde979     2     1     6     5     1     8     8     9     8     6     5     2     6     5     8     9     
Vardas980      Pavarde980     7     4     8     6     10    5     3     9     6     9     6     10    4     10    4     7     
Vardas981      Pavarde981     5     3     7     10    1     5     7     6     10    3     7     6     3     5     7     6     
Vardas982      Pavarde982     3     7     4     4     9     3     2     1     1     9     2     3     5     10    9     1     
Vardas983      Pavarde983     6     10    4     7     5     9     5     3     8     6     4     7     2     5     10    9     
Vardas984      Pavarde984     6     7     4     1     8     10    1     8     7     4     10    5     8     3     6     5     
Vardas985      Pavarde985     7     6     1     8     4     10    1     3     6     8     9     4     9     8     4     5     
Vardas986      Pavarde986     8     7     9     4     6     6     8     8     10    9     3     8     5     7     8     10    
Vardas987      Pavarde987     6     5     7     2     6     10    4     9     8     9     3     2     8     2     8     3     
Vardas988      Pavarde988     9     8     8     1     9     2     5     4     4     9     9     2     10    4     9     3     
Vardas989      Pavarde989     9     1     4     4     4     1     3     5     10    2     1     7     7     7     7     7     
Vardas990      Pavarde990     1     2     6     9     10    10    3     2     9     10    8     6     9     1     8     6     
Vardas991      Pavarde991     4     9     7     9     8     2     3     8     10    9     4     9     10    4     8     3     
Vardas992      Pavarde992     10    9     8     7     3     4     6     1     10    4     8     7     6     2     6     2     
Vardas993      Pavarde993     2     7     6     7     4     8     2     6     8     2     7     1     1     7     4     2     
Vardas994      Pavarde994     1     7     2     9     8     3     4     8     9     1     4     9     3     9     2     1     
Vardas995      Pavarde995     3     3     9     8     8     3     3     4     3     2     5     10    8     4     10    3     
Vardas996      Pavarde996     8     3     7     2     3     3     5     2     3     8     5     3     5     10    3     8     
Vardas997      Pavarde997     2     9     8     1     6     5     3     3     7     7     3     10    6     8     7     10    
Vardas998      Pavarde998     7     4     10    5     10    4     10    3     3     8     2     8     6     8     6     10    
Vardas999      Pavarde999     1     7     2     3     8     9     3     5     6     6     9     8     9     6     9     4     
Vardas1000     Pavarde1000    2     3     10    8     9     1     3     7     7     5     4     3     6     6     10    1     
