Vardas         Pavarde                 Galutinis (Vid.)    Galutinis (Med.)
Vardas7554     Pavarde7554                         8.29                8.00
Vardas7557     Pavarde7557                         7.19                7.00
Vardas7559     Pavarde7559                         8.15                8.60
Vardas756      Pavarde756                          6.64                6.80
Vardas7560     Pavarde7560                         8.04                8.20
Vardas7562     Pavarde7562                         8.43                8.40
Vardas7563     Pavarde7563                         8.07                8.60
Vardas7564     Pavarde7564                         5.41                5.20
Vardas7565     Pavarde7565                         7.01                7.20
Vardas7566     Pavarde7566                         8.11                8.00
Vardas7567     Pavarde7567                         5.65                5.60
Vardas7568     Pavarde7568                         7.48                7.40
Vardas7569     Pavarde7569                         5.87                6.00
Vardas7570     Pavarde7570                         5.60                6.00
Vardas7572     Pavarde7572                         5.01                5.20
Vardas7573     Pavarde7573                         5.17                5.60
Vardas7575     Pavarde7575                         5.32                5.40
Vardas7578     Pavarde7578                         8.51                8.40
Vardas758      Pavarde758                          8.37                8.00
Vardas7580     Pavarde7580                         8.72                9.20
Vardas7582     Pavarde7582                         5.40                5.00
Vardas7585     Pavarde7585                         5.61                6.20
Vardas7586     Pavarde7586                         7.67                7.80
Vardas7587     Pavarde7587                         7.61                7.80
Vardas7588     Pavarde7588                         5.00                4.60
Vardas7589     Pavarde7589                         8.43                8.40
Vardas759      Pavarde759                          5.16                5.00
Vardas7594     Pavarde7594                         8.21                8.00
Vardas7596     Pavarde7596                         6.53                6.40
Vardas7597     Pavarde7597                         5.99                5.80
Vardas7599     Pavarde7599                         5.41                5.20
Vardas760      Pavarde760                          5.49                6.00
Vardas7601     Pavarde7601                         7.31                7.60
Vardas7602     Pavarde7602                         7.61                7.40
Vardas7603     Pavarde7603                         6.96                6.80
Vardas7605     Pavarde7605                         6.28                6.20
Vardas7606     Pavarde7606                         6.72                6.40
Vardas7607     Pavarde7607                         7.72                7.40
Vardas761      Pavarde761                          6.72                6.80
Vardas7610     Pavarde7610                         8.03                8.40
Vardas7612     Pavarde7612                         6.36                6.20
Vardas7613     Pavarde7613                         7.59                7.00
Vardas7614     Pavarde7614                         7.29                7.00
Vardas7616     Pavarde7616                         5.19                5.00
Vardas7617     Pavarde7617                         5.87                6.40
Vardas7618     Pavarde7618                         7.72                7.80
Vardas762      Pavarde762                          7.55                7.20
Vardas7622     Pavarde7622                         6.25                6.60
Vardas7623     Pavarde7623                         6.15                6.20
Vardas7624     Pavarde7624                         5.32                5.40
Vardas7628     Pavarde7628                         7.61                7.40
Vardas763      Pavarde763                          7.92                8.00
Vardas7633     Pavarde7633                         7.24                7.00
Vardas7634     Pavarde7634                         6.28                6.20
Vardas7635     Pavarde7635                         6.93                6.80
Vardas7636     Pavarde7636                         6.83                6.40
Vardas7637     Pavarde7637                         6.13                6.40
Vardas7640     Pavarde7640                         5.57                5.60
Vardas7642     Pavarde7642                         5.16                5.40
Vardas7643     Pavarde7643                         7.44                7.20
Vardas7645     Pavarde7645                         6.16                6.00
Vardas7646     Pavarde7646                         5.79                6.40
Vardas7647     Pavarde7647                         5.97                6.00
Vardas7648     Pavarde7648                         8.56                8.80
Vardas765      Pavarde765                          8.03                7.60
Vardas7650     Pavarde7650                         6.15                5.80
Vardas7652     Pavarde7652                         8.40                8.40
Vardas7654     Pavarde7654                         5.63                5.60
Vardas7656     Pavarde7656                         5.48                5.40
Vardas7657     Pavarde7657                         8.64                9.20
Vardas766      Pavarde766                          6.49                6.60
Vardas7661     Pavarde7661                         5.56                5.80
Vardas7662     Pavarde7662                         6.60                6.60
Vardas7664     Pavarde7664                         7.80                8.20
Vardas7666     Pavarde7666                         7.60                7.60
Vardas7667     Pavarde7667                         5.68                5.60
Vardas7668     Pavarde7668                         8.75                8.80
Vardas7669     Pavarde7669                         5.33                5.20
Vardas767      Pavarde767                          5.71                5.60
Vardas7671     Pavarde7671                         8.13                8.00
Vardas7673     Pavarde7673                         6.71                6.60
Vardas7674     Pavarde7674                         6.47                6.20
Vardas7675     Pavarde7675                         5.55                5.60
Vardas7676     Pavarde7676                         5.55                5.20
Vardas7677     Pavarde7677                         5.40                5.00
Vardas7678     Pavarde7678                         5.63                5.20
Vardas768      Pavarde768                          6.69                7.20
Vardas7681     Pavarde7681                         7.20                7.20
Vardas7684     Pavarde7684                         7.75                7.80
Vardas769      Pavarde769                          7.41                7.20
Vardas7690     Pavarde7690                         7.43                7.00
Vardas7691     Pavarde7691                         5.27                5.00
Vardas7692     Pavarde7692                         8.59                8.80
Vardas7695     Pavarde7695                         7.73                8.00
Vardas7696     Pavarde7696                         6.88                6.80
Vardas7699     Pavarde7699                         7.07                6.80
Vardas77       Pavarde77                           7.53                7.80
Vardas770      Pavarde770                          8.32                8.40
Vardas7702     Pavarde7702                         6.01                5.80
Vardas7703     Pavarde7703                         6.83                6.80
Vardas7704     Pavarde7704                         6.49                6.60
Vardas7705     Pavarde7705                         5.44                5.20
Vardas7706     Pavarde7706                         5.92                6.40
Vardas7707     Pavarde7707                         8.21                8.40
Vardas7709     Pavarde7709                         5.57                5.20
Vardas771      Pavarde771                          6.52                6.60
Vardas7710     Pavarde7710                         7.49                7.20
Vardas7714     Pavarde7714                         7.97                7.60
Vardas7717     Pavarde7717                         8.32                8.40
Vardas7719     Pavarde7719                         7.57                7.20
Vardas7720     Pavarde7720                         8.16                8.40
Vardas7721     Pavarde7721                         8.05                8.00
Vardas7722     Pavarde7722                         6.08                6.40
Vardas7725     Pavarde7725                         6.80                6.80
Vardas7727     Pavarde7727                         7.09                6.80
Vardas7728     Pavarde7728                         6.33                6.20
Vardas773      Pavarde773                          7.73                7.60
Vardas7731     Pavarde7731                         6.33                5.80
Vardas7732     Pavarde7732                         6.72                6.40
Vardas7733     Pavarde7733                         8.45                8.80
Vardas7735     Pavarde7735                         5.79                6.00
Vardas7737     Pavarde7737                         8.01                8.20
Vardas7741     Pavarde7741                         6.87                7.00
Vardas7743     Pavarde7743                         6.83                6.80
Vardas7746     Pavarde7746                         6.00                6.40
Vardas7747     Pavarde7747                         8.16                8.40
Vardas7748     Pavarde7748                         5.63                6.00
Vardas7749     Pavarde7749                         7.88                7.80
Vardas775      Pavarde775                          5.91                5.40
Vardas7750     Pavarde7750                         7.40                7.00
Vardas7753     Pavarde7753                         7.80                8.20
Vardas7756     Pavarde7756                         7.89                8.00
Vardas7757     Pavarde7757                         7.35                7.40
Vardas776      Pavarde776                          5.13                5.00
Vardas7760     Pavarde7760                         6.52                6.60
Vardas7762     Pavarde7762                         5.48                5.40
Vardas7763     Pavarde7763                         7.56                7.80
Vardas7764     Pavarde7764                         8.19                8.40
Vardas7765     Pavarde7765                         5.16                5.00
Vardas7767     Pavarde7767                         7.04                7.20
Vardas7768     Pavarde7768                         7.57                7.60
Vardas7769     Pavarde7769                         6.64                6.80
Vardas7772     Pavarde7772                         7.04                7.20
Vardas7773     Pavarde7773                         7.20                7.60
Vardas7774     Pavarde7774                         7.32                7.40
Vardas7775     Pavarde7775                         8.28                8.60
Vardas7777     Pavarde7777                         6.72                6.80
Vardas7778     Pavarde7778                         8.01                8.20
Vardas7779     Pavarde7779                         8.37                8.80
Vardas7782     Pavarde7782                         7.51                7.40
Vardas7783     Pavarde7783                         5.79                5.20
Vardas7784     Pavarde7784                         8.05                8.00
Vardas7785     Pavarde7785                         7.45                7.80
Vardas7787     Pavarde7787                         5.52                5.60
Vardas7791     Pavarde7791                         7.35                7.00
Vardas7792     Pavarde7792                         7.07                6.80
Vardas7793     Pavarde7793                         7.31                6.80
Vardas7795     Pavarde7795                         7.29                6.60
Vardas7797     Pavarde7797                         7.01                7.20
Vardas7798     Pavarde7798                         8.24                8.40
Vardas7806     Pavarde7806                         8.11                8.40
Vardas7808     Pavarde7808                         7.80                7.80
Vardas781      Pavarde781                          5.36                5.20
Vardas7811     Pavarde7811                         8.45                8.80
Vardas7812     Pavarde7812                         7.75                7.40
Vardas7813     Pavarde7813                         7.31                8.00
Vardas7814     Pavarde7814                         6.56                6.40
Vardas7817     Pavarde7817                         7.07                7.20
Vardas7820     Pavarde7820                         7.48                7.00
Vardas7821     Pavarde7821                         6.39                6.20
Vardas7822     Pavarde7822                         6.15                6.20
Vardas7823     Pavarde7823                         5.32                5.00
Vardas7825     Pavarde7825                         5.35                5.40
Vardas7828     Pavarde7828                         7.75                7.80
Vardas7829     Pavarde7829                         7.48                7.00
Vardas7830     Pavarde7830                         6.71                7.00
Vardas7831     Pavarde7831                         6.08                6.00
Vardas7832     Pavarde7832                         5.60                5.60
Vardas7833     Pavarde7833                         6.85                6.40
Vardas7834     Pavarde7834                         6.49                6.60
Vardas7835     Pavarde7835                         6.15                6.20
Vardas7837     Pavarde7837                         6.41                6.20
Vardas7840     Pavarde7840                         8.35                8.00
Vardas7844     Pavarde7844                         8.32                8.40
Vardas7845     Pavarde7845                         7.61                7.40
Vardas7846     Pavarde7846                         6.96                6.80
Vardas7847     Pavarde7847                         7.04                7.20
Vardas7849     Pavarde7849                         6.33                6.20
Vardas7850     Pavarde7850                         5.03                5.00
Vardas7851     Pavarde7851                         7.68                7.20
Vardas7852     Pavarde7852                         7.21                7.00
Vardas7853     Pavarde7853                         5.95                6.00
Vardas7855     Pavarde7855                         7.24                6.60
Vardas7857     Pavarde7857                         6.52                6.60
Vardas7858     Pavarde7858                         7.09                7.60
Vardas7861     Pavarde7861                         7.65                7.60
Vardas7862     Pavarde7862                         5.29                5.00
Vardas7866     Pavarde7866                         7.40                7.40
Vardas7868     Pavarde7868                         5.89                6.00
Vardas787      Pavarde787                          6.00                6.00
Vardas7870     Pavarde7870                         6.32                6.00
Vardas7872     Pavarde7872                         5.20                5.20
Vardas7873     Pavarde7873                         5.19                5.40
Vardas7879     Pavarde7879                         7.43                7.40
Vardas788      Pavarde788                          7.20                7.60
Vardas7880     Pavarde7880                         7.68                7.60
Vardas7881     Pavarde7881                         5.65                6.00
Vardas7882     Pavarde7882                         5.87                6.00
Vardas7884     Pavarde7884                         5.81                5.60
Vardas7888     Pavarde7888                         5.95                6.00
Vardas7889     Pavarde7889                         6.85                6.80
Vardas789      Pavarde789                          5.55                5.20
Vardas7890     Pavarde7890                         6.80                6.40
Vardas7891     Pavarde7891                         8.17                7.80
Vardas7892     Pavarde7892                         6.60                6.60
Vardas7893     Pavarde7893                         7.51                7.40
Vardas7896     Pavarde7896                         5.61                5.80
Vardas7897     Pavarde7897                         7.45                7.40
Vardas7898     Pavarde7898                         6.29                6.40
Vardas79       Pavarde79                           7.45                7.80
Vardas7900     Pavarde7900                         5.68                6.00
Vardas7901     Pavarde7901                         7.05                7.00
Vardas7902     Pavarde7902                         5.93                5.40
Vardas7903     Pavarde7903                         7.56                7.40
Vardas7904     Pavarde7904                         7.48                7.00
Vardas7905     Pavarde7905                         7.95                8.00
Vardas7907     Pavarde7907                         6.27                6.40
Vardas7908     Pavarde7908                         6.36                6.60
Vardas7909     Pavarde7909                         7.69                8.20
Vardas7910     Pavarde7910                         5.00                5.00
Vardas7911     Pavarde7911                         6.12                6.20
Vardas7912     Pavarde7912                         6.08                6.00
Vardas7913     Pavarde7913                         5.56                5.80
Vardas7915     Pavarde7915                         6.53                6.40
Vardas7916     Pavarde7916                         6.84                7.00
Vardas7918     Pavarde7918                         7.63                7.20
Vardas792      Pavarde792                          8.45                8.80
Vardas7920     Pavarde7920                         8.32                8.40
Vardas7923     Pavarde7923                         7.61                8.20
Vardas7924     Pavarde7924                         5.35                5.00
Vardas7925     Pavarde7925                         7.59                7.80
Vardas7926     Pavarde7926                         7.84                7.60
Vardas7930     Pavarde7930                         8.11                8.00
Vardas7932     Pavarde7932                         7.19                7.40
Vardas7933     Pavarde7933                         6.83                6.40
Vardas7934     Pavarde7934                         6.41                6.60
Vardas7936     Pavarde7936                         7.12                6.80
Vardas7937     Pavarde7937                         5.53                5.80
Vardas7939     Pavarde7939                         6.99                7.20
Vardas7941     Pavarde7941                         8.85                9.20
Vardas7946     Pavarde7946                         7.36                7.60
Vardas7949     Pavarde7949                         7.53                7.00
Vardas7950     Pavarde7950                         5.95                6.00
Vardas7951     Pavarde7951                         5.37                5.80
Vardas7953     Pavarde7953                         6.61                6.40
Vardas7954     Pavarde7954                         6.25                6.20
Vardas7955     Pavarde7955                         5.21                5.40
Vardas7958     Pavarde7958                         6.75                6.80
Vardas796      Pavarde796                          7.89                8.00
Vardas7960     Pavarde7960                         6.61                6.40
Vardas7961     Pavarde7961                         7.77                8.20
Vardas7964     Pavarde7964                         7.79                8.00
Vardas7965     Pavarde7965                         6.28                6.60
Vardas7967     Pavarde7967                         5.21                5.40
Vardas7969     Pavarde7969                         6.15                6.20
Vardas7974     Pavarde7974                         5.85                5.80
Vardas7976     Pavarde7976                         6.27                6.40
Vardas7979     Pavarde7979                         6.47                6.60
Vardas7980     Pavarde7980                         8.37                8.00
Vardas7982     Pavarde7982                         6.97                6.60
Vardas7983     Pavarde7983                         6.97                7.00
Vardas7985     Pavarde7985                         6.79                6.60
Vardas7986     Pavarde7986                         8.09                8.20
Vardas7987     Pavarde7987                         7.31                7.60
Vardas7988     Pavarde7988                         6.28                5.80
Vardas799      Pavarde799                          5.63                5.20
Vardas7990     Pavarde7990                         6.57                6.20
Vardas7991     Pavarde7991                         6.39                6.60
Vardas7994     Pavarde7994                         7.59                7.40
Vardas7995     Pavarde7995                         7.81                8.00
Vardas7996     Pavarde7996                         8.27                8.80
Vardas7997     Pavarde7997                         5.84                5.60
Vardas7998     Pavarde7998                         6.93                6.80
Vardas7999     Pavarde7999                         5.76                5.60
Vardas8        Pavarde8                            5.04                4.80
Vardas80       Pavarde80                           6.17                5.40
Vardas800      Pavarde800                          6.09                5.40
Vardas8001     Pavarde8001                         6.05                6.40
Vardas8002     Pavarde8002                         6.44                6.60
Vardas8003     Pavarde8003                         5.45                5.40
Vardas8008     Pavarde8008                         7.04                6.80
Vardas8009     Pavarde8009                         8.11                8.00
Vardas801      Pavarde801                          5.35                5.40
Vardas8010     Pavarde8010                         5.11                5.00
Vardas8015     Pavarde8015                         6.80                6.80
Vardas8016     Pavarde8016                         7.39                7.60
Vardas8017     Pavarde8017                         6.85                6.80
Vardas8019     Pavarde8019                         6.27                6.40
Vardas8020     Pavarde8020                         5.51                5.80
Vardas8022     Pavarde8022                         6.87                6.60
Vardas8024     Pavarde8024                         5.35                5.40
Vardas8025     Pavarde8025                         7.77                7.80
Vardas8028     Pavarde8028                         7.53                7.40
Vardas8029     Pavarde8029                         6.41                6.60
Vardas803      Pavarde803                          5.93                5.80
Vardas8030     Pavarde8030                         5.79                5.60
Vardas8031     Pavarde8031                         7.97                7.60
Vardas8032     Pavarde8032                         6.72                6.40
Vardas8035     Pavarde8035                         7.91                7.80
Vardas8036     Pavarde8036                         5.57                5.60
Vardas8037     Pavarde8037                         5.68                5.60
Vardas8038     Pavarde8038                         6.00                6.00
Vardas8039     Pavarde8039                         5.91                5.80
Vardas804      Pavarde804                          5.21                5.00
Vardas8040     Pavarde8040                         7.53                7.40
Vardas8041     Pavarde8041                         8.35                8.80
Vardas8042     Pavarde8042                         5.03                5.00
Vardas8043     Pavarde8043                         6.49                6.20
Vardas8045     Pavarde8045                         7.99                7.80
Vardas8047     Pavarde8047                         6.83                6.00
Vardas8048     Pavarde8048                         5.53                5.00
Vardas805      Pavarde805                          8.03                7.60
Vardas8051     Pavarde8051                         8.19                8.00
Vardas8053     Pavarde8053                         6.31                6.20
Vardas8054     Pavarde8054                         5.03                4.60
Vardas8057     Pavarde8057                         8.69                8.80
Vardas806      Pavarde806                          7.69                7.80
Vardas8060     Pavarde8060                         8.51                8.80
Vardas8061     Pavarde8061                         8.83                9.20
Vardas8062     Pavarde8062                         8.64                8.80
Vardas8063     Pavarde8063                         6.96                6.40
Vardas8064     Pavarde8064                         7.39                6.80
Vardas8065     Pavarde8065                         5.68                6.00
Vardas8066     Pavarde8066                         6.85                6.80
Vardas8068     Pavarde8068                         8.27                8.00
Vardas807      Pavarde807                          5.69                5.80
Vardas8071     Pavarde8071                         7.48                7.40
Vardas8072     Pavarde8072                         6.28                6.20
Vardas8073     Pavarde8073                         7.72                7.80
Vardas8074     Pavarde8074                         6.93                6.80
Vardas8075     Pavarde8075                         6.49                6.60
Vardas8076     Pavarde8076                         6.03                6.40
Vardas8077     Pavarde8077                         8.00                8.00
Vardas8078     Pavarde8078                         6.67                6.80
Vardas8079     Pavarde8079                         5.87                5.60
Vardas8080     Pavarde8080                         5.36                5.60
Vardas8081     Pavarde8081                         7.05                6.60
Vardas8083     Pavarde8083                         7.65                8.40
Vardas8084     Pavarde8084                         7.48                7.40
Vardas8085     Pavarde8085                         7.12                7.20
Vardas8086     Pavarde8086                         5.15                4.80
Vardas8087     Pavarde8087                         7.37                7.00
Vardas8088     Pavarde8088                         5.35                5.40
Vardas8089     Pavarde8089                         6.55                6.60
Vardas809      Pavarde809                          7.23                8.00
Vardas8090     Pavarde8090                         7.33                7.20
Vardas8092     Pavarde8092                         7.09                7.20
Vardas8095     Pavarde8095                         7.81                7.60
Vardas8096     Pavarde8096                         6.73                6.60
Vardas8097     Pavarde8097                         6.23                6.60
Vardas8098     Pavarde8098                         7.21                7.00
Vardas8099     Pavarde8099                         7.80                7.40
Vardas81       Pavarde81                           6.52                6.20
Vardas810      Pavarde810                          5.63                5.60
Vardas8100     Pavarde8100                         6.15                6.20
Vardas8103     Pavarde8103                         6.12                5.80
Vardas8105     Pavarde8105                         6.00                6.40
Vardas8106     Pavarde8106                         8.64                9.20
Vardas8109     Pavarde8109                         7.48                7.40
Vardas8113     Pavarde8113                         6.83                6.80
Vardas8116     Pavarde8116                         8.04                8.20
Vardas8117     Pavarde8117                         6.36                6.20
Vardas8119     Pavarde8119                         7.79                8.00
Vardas812      Pavarde812                          6.77                7.20
Vardas8120     Pavarde8120                         7.91                7.80
Vardas8121     Pavarde8121                         8.40                8.40
Vardas8124     Pavarde8124                         6.89                7.40
Vardas8125     Pavarde8125                         7.29                7.40
Vardas8127     Pavarde8127                         5.89                5.60
Vardas8129     Pavarde8129                         6.35                6.80
Vardas8132     Pavarde8132                         5.29                5.00
Vardas8134     Pavarde8134                         5.37                5.40
Vardas8136     Pavarde8136                         7.72                7.80
Vardas8137     Pavarde8137                         5.37                5.80
Vardas8138     Pavarde8138                         5.57                6.00
Vardas8139     Pavarde8139                         6.60                6.20
Vardas8144     Pavarde8144                         5.00                4.60
Vardas8145     Pavarde8145                         8.44                9.00
Vardas8147     Pavarde8147                         7.60                7.20
Vardas8148     Pavarde8148                         7.17                7.60
Vardas8149     Pavarde8149                         6.76                6.60
Vardas815      Pavarde815                          8.19                8.40
Vardas8151     Pavarde8151                         5.04                5.20
Vardas8152     Pavarde8152                         6.96                6.40
Vardas8153     Pavarde8153                         6.64                6.40
Vardas8155     Pavarde8155                         6.75                6.80
Vardas8156     Pavarde8156                         5.11                5.00
Vardas8157     Pavarde8157                         5.87                6.00
Vardas8158     Pavarde8158                         7.65                7.20
Vardas8159     Pavarde8159                         5.60                5.60
Vardas8160     Pavarde8160                         8.29                8.40
Vardas8162     Pavarde8162                         5.75                6.20
Vardas8163     Pavarde8163                         7.45                7.40
Vardas8164     Pavarde8164                         6.19                6.80
Vardas8165     Pavarde8165                         8.93                9.20
Vardas8166     Pavarde8166                         6.08                6.00
Vardas8167     Pavarde8167                         6.35                6.40
Vardas817      Pavarde817                          7.40                7.40
Vardas8175     Pavarde8175                         7.71                8.00
Vardas8176     Pavarde8176                         5.35                5.40
Vardas8178     Pavarde8178                         6.60                6.20
Vardas8179     Pavarde8179                         6.61                6.80
Vardas818      Pavarde818                          6.25                5.80
Vardas8183     Pavarde8183                         7.33                7.60
Vardas8184     Pavarde8184                         8.04                8.20
Vardas8185     Pavarde8185                         7.37                7.00
Vardas8186     Pavarde8186                         6.87                7.80
Vardas8192     Pavarde8192                         5.35                5.40
Vardas8195     Pavarde8195                         6.49                6.60
Vardas8196     Pavarde8196                         8.04                8.20
Vardas8198     Pavarde8198                         6.13                6.00
Vardas82       Pavarde82                           7.80                7.80
Vardas820      Pavarde820                          6.87                7.00
Vardas8203     Pavarde8203                         6.71                6.60
Vardas8205     Pavarde8205                         7.61                7.80
Vardas8208     Pavarde8208                         5.52                5.20
Vardas8209     Pavarde8209                         6.84                7.00
Vardas821      Pavarde821                          5.43                5.40
Vardas8211     Pavarde8211                         6.25                5.80
Vardas8212     Pavarde8212                         6.73                7.00
Vardas8213     Pavarde8213                         7.72                7.80
Vardas8217     Pavarde8217                         5.71                5.60
Vardas8218     Pavarde8218                         7.75                7.40
Vardas8219     Pavarde8219                         5.08                4.60
Vardas822      Pavarde822                          6.56                6.40
Vardas8221     Pavarde8221                         8.24                8.40
Vardas8222     Pavarde8222                         6.99                6.40
Vardas8223     Pavarde8223                         9.09                9.60
Vardas8224     Pavarde8224                         5.40                5.40
Vardas8225     Pavarde8225                         6.00                6.40
Vardas8226     Pavarde8226                         5.31                5.60
Vardas8228     Pavarde8228                         5.03                4.60
Vardas8230     Pavarde8230                         7.95                8.00
Vardas8231     Pavarde8231                         8.75                8.80
Vardas8233     Pavarde8233                         6.99                6.80
Vardas8234     Pavarde8234                         6.61                6.40
Vardas8236     Pavarde8236                         7.64                7.40
Vardas8238     Pavarde8238                         7.20                7.20
Vardas824      Pavarde824                          6.79                7.40
Vardas8240     Pavarde8240                         7.43                7.40
Vardas8242     Pavarde8242                         7.01                7.20
Vardas8244     Pavarde8244                         6.64                6.80
Vardas8247     Pavarde8247                         8.08                8.00
Vardas8249     Pavarde8249                         6.23                5.80
Vardas825      Pavarde825                          7.12                6.80
Vardas8250     Pavarde8250                         7.09                7.20
Vardas8251     Pavarde8251                         6.81                7.00
Vardas8252     Pavarde8252                         6.15                6.20
Vardas8253     Pavarde8253                         8.12                8.60
Vardas8254     Pavarde8254                         6.47                6.60
Vardas826      Pavarde826                          5.75                6.60
Vardas8262     Pavarde8262                         7.35                7.40
Vardas8265     Pavarde8265                         5.73                5.60
Vardas8266     Pavarde8266                         7.92                7.60
Vardas8268     Pavarde8268                         8.08                8.00
Vardas8270     Pavarde8270                         8.51                8.80
Vardas8271     Pavarde8271                         5.21                5.00
Vardas8273     Pavarde8273                         5.27                5.40
Vardas8275     Pavarde8275                         5.48                5.80
Vardas8277     Pavarde8277                         6.12                6.20
Vardas8279     Pavarde8279                         8.00                7.60
Vardas828      Pavarde828                          5.35                5.40
Vardas8283     Pavarde8283                         5.11                5.40
Vardas8285     Pavarde8285                         7.89                8.00
Vardas8286     Pavarde8286                         6.20                6.20
Vardas8288     Pavarde8288                         5.13                5.40
Vardas8289     Pavarde8289                         6.67                6.80
Vardas829      Pavarde829                          8.35                8.40
Vardas8290     Pavarde8290                         7.75                8.20
Vardas8291     Pavarde8291                         8.32                8.80
Vardas8296     Pavarde8296                         7.87                7.60
Vardas830      Pavarde830                          5.95                6.40
Vardas8300     Pavarde8300                         5.81                6.00
Vardas8301     Pavarde8301                         5.81                6.00
Vardas8303     Pavarde8303                         7.56                7.40
Vardas8304     Pavarde8304                         7.41                8.00
Vardas8305     Pavarde8305                         7.28                7.60
Vardas8308     Pavarde8308                         7.64                8.20
Vardas8309     Pavarde8309                         6.67                6.40
Vardas831      Pavarde831                          7.92                7.60
Vardas8312     Pavarde8312                         6.52                6.60
Vardas8319     Pavarde8319                         5.24                5.40
Vardas8322     Pavarde8322                         5.08                5.00
Vardas8323     Pavarde8323                         6.59                6.40
Vardas8325     Pavarde8325                         6.88                6.40
Vardas8327     Pavarde8327                         7.15                7.60
Vardas833      Pavarde833                          7.92                7.60
Vardas8331     Pavarde8331                         5.95                6.00
Vardas8332     Pavarde8332                         5.43                5.40
Vardas8333     Pavarde8333                         6.23                5.80
Vardas8334     Pavarde8334                         7.51                7.40
Vardas8338     Pavarde8338                         7.27                7.00
Vardas8340     Pavarde8340                         8.72                8.80
Vardas8341     Pavarde8341                         7.77                7.80
Vardas8344     Pavarde8344                         5.73                5.20
Vardas8345     Pavarde8345                         8.53                8.80
Vardas8347     Pavarde8347                         5.40                5.40
Vardas8348     Pavarde8348                         5.32                5.40
Vardas8349     Pavarde8349                         5.37                5.40
Vardas8350     Pavarde8350                         5.79                6.00
Vardas8352     Pavarde8352                         6.77                6.80
Vardas8354     Pavarde8354                         7.64                7.80
Vardas8355     Pavarde8355                         6.72                6.80
Vardas8356     Pavarde8356                         5.49                5.60
Vardas8357     Pavarde8357                         5.99                5.40
Vardas8358     Pavarde8358                         5.52                5.60
Vardas8360     Pavarde8360                         7.48                7.40
Vardas8361     Pavarde8361                         7.35                7.40
Vardas8364     Pavarde8364                         8.27                8.00
Vardas8366     Pavarde8366                         6.25                6.60
Vardas8368     Pavarde8368                         6.71                7.40
Vardas8370     Pavarde8370                         5.73                5.60
Vardas8372     Pavarde8372                         6.93                7.60
Vardas8373     Pavarde8373                         6.43                6.80
Vardas8374     Pavarde8374                         5.72                5.80
Vardas8376     Pavarde8376                         6.72                6.40
Vardas8378     Pavarde8378                         6.20                6.20
Vardas8379     Pavarde8379                         6.39                6.60
Vardas838      Pavarde838                          8.21                8.40
Vardas8381     Pavarde8381                         6.64                6.40
Vardas8382     Pavarde8382                         6.13                6.00
Vardas8384     Pavarde8384                         7.32                6.60
Vardas8385     Pavarde8385                         7.48                7.00
Vardas8387     Pavarde8387                         5.79                5.60
Vardas8389     Pavarde8389                         7.09                6.80
Vardas839      Pavarde839                          7.40                7.80
Vardas8390     Pavarde8390                         7.39                8.00
Vardas8392     Pavarde8392                         7.81                7.20
Vardas8393     Pavarde8393                         5.79                6.00
Vardas8394     Pavarde8394                         6.17                6.20
Vardas8396     Pavarde8396                         7.47                8.00
Vardas8397     Pavarde8397                         6.31                6.20
Vardas8399     Pavarde8399                         5.40                5.80
Vardas8402     Pavarde8402                         7.28                7.60
Vardas8403     Pavarde8403                         6.01                6.20
Vardas8405     Pavarde8405                         5.95                6.40
Vardas8406     Pavarde8406                         6.15                6.20
Vardas8407     Pavarde8407                         5.75                5.40
Vardas8409     Pavarde8409                         6.87                7.00
Vardas8410     Pavarde8410                         7.20                7.60
Vardas8411     Pavarde8411                         6.12                5.80
Vardas8412     Pavarde8412                         6.81                7.40
Vardas8414     Pavarde8414                         6.09                5.40
Vardas8415     Pavarde8415                         6.07                6.20
Vardas8418     Pavarde8418                         5.20                5.20
Vardas8419     Pavarde8419                         6.00                6.00
Vardas842      Pavarde842                          7.43                7.40
Vardas8420     Pavarde8420                         7.32                7.00
Vardas8423     Pavarde8423                         6.55                6.60
Vardas8424     Pavarde8424                         8.29                8.40
Vardas8427     Pavarde8427                         5.36                5.20
Vardas8429     Pavarde8429                         5.41                5.20
Vardas843      Pavarde843                          7.67                7.80
Vardas8431     Pavarde8431                         5.37                5.00
Vardas8435     Pavarde8435                         5.16                4.60
Vardas8436     Pavarde8436                         6.03                6.00
Vardas8438     Pavarde8438                         6.83                6.80
Vardas844      Pavarde844                          6.39                5.80
Vardas8440     Pavarde8440                         7.97                8.40
Vardas8441     Pavarde8441                         7.39                8.00
Vardas8442     Pavarde8442                         5.68                5.60
Vardas8445     Pavarde8445                         7.95                8.40
Vardas8447     Pavarde8447                         5.08                5.00
Vardas8448     Pavarde8448                         6.08                6.00
Vardas8449     Pavarde8449                         6.72                6.00
Vardas845      Pavarde845                          6.53                6.80
Vardas8450     Pavarde8450                         6.33                6.20
Vardas8451     Pavarde8451                         7.48                7.40
Vardas8452     Pavarde8452                         7.84                8.00
Vardas8455     Pavarde8455                         7.43                7.40
Vardas8456     Pavarde8456                         7.56                7.80
Vardas8457     Pavarde8457                         8.35                8.00
Vardas846      Pavarde846                          7.64                7.80
Vardas8460     Pavarde8460                         7.43                7.80
Vardas8463     Pavarde8463                         5.37                5.40
Vardas8465     Pavarde8465                         7.15                7.20
