Vardas         Pavarde                 Galutinis (Vid.)    Galutinis (Med.)
Vardas7625     Pavarde7625                         2.81                3.00
Vardas7626     Pavarde7626                         3.27                3.40
Vardas7627     Pavarde7627                         2.68                3.00
Vardas7629     Pavarde7629                         3.39                3.60
Vardas7630     Pavarde7630                         3.32                3.80
Vardas7631     Pavarde7631                         4.83                4.80
Vardas7632     Pavarde7632                         3.24                2.60
Vardas7638     Pavarde7638                         4.04                4.20
Vardas7639     Pavarde7639                         4.99                5.20
Vardas764      Pavarde764                          4.33                4.60
Vardas7641     Pavarde7641                         3.77                3.40
Vardas7644     Pavarde7644                         2.63                2.60
Vardas7649     Pavarde7649                         4.33                4.60
Vardas7651     Pavarde7651                         3.80                3.40
Vardas7653     Pavarde7653                         3.55                3.60
Vardas7655     Pavarde7655                         3.25                3.20
Vardas7658     Pavarde7658                         4.79                4.60
Vardas7659     Pavarde7659                         2.44                1.80
Vardas7660     Pavarde7660                         3.07                3.20
Vardas7663     Pavarde7663                         2.91                2.40
Vardas7665     Pavarde7665                         4.64                4.80
Vardas7670     Pavarde7670                         3.13                3.40
Vardas7672     Pavarde7672                         4.81                4.60
Vardas7679     Pavarde7679                         3.79                4.00
Vardas7680     Pavarde7680                         4.23                3.80
Vardas7682     Pavarde7682                         4.53                4.40
Vardas7683     Pavarde7683                         2.95                3.40
Vardas7685     Pavarde7685                         3.99                3.80
Vardas7686     Pavarde7686                         3.41                3.60
Vardas7687     Pavarde7687                         3.57                3.60
Vardas7688     Pavarde7688                         4.53                4.40
Vardas7689     Pavarde7689                         2.76                2.60
Vardas7693     Pavarde7693                         3.52                3.60
Vardas7694     Pavarde7694                         4.73                5.00
Vardas7697     Pavarde7697                         3.93                3.80
Vardas7698     Pavarde7698                         4.21                4.40
Vardas7700     Pavarde7700                         2.41                2.20
Vardas7701     Pavarde7701                         3.80                3.80
Vardas7708     Pavarde7708                         2.87                3.00
Vardas7711     Pavarde7711                         4.40                4.00
Vardas7712     Pavarde7712                         2.31                1.80
Vardas7713     Pavarde7713                         2.31                1.80
Vardas7715     Pavarde7715                         2.60                3.00
Vardas7716     Pavarde7716                         2.79                3.00
Vardas7718     Pavarde7718                         3.29                3.40
Vardas772      Pavarde772                          3.25                3.20
Vardas7723     Pavarde7723                         4.75                4.40
Vardas7724     Pavarde7724                         3.99                4.60
Vardas7726     Pavarde7726                         4.56                4.40
Vardas7729     Pavarde7729                         3.20                3.20
Vardas7730     Pavarde7730                         3.12                3.20
Vardas7734     Pavarde7734                         4.61                4.80
Vardas7736     Pavarde7736                         3.49                3.60
Vardas7738     Pavarde7738                         3.68                3.60
Vardas7739     Pavarde7739                         4.33                4.60
Vardas774      Pavarde774                          2.47                2.20
Vardas7740     Pavarde7740                         3.72                3.40
Vardas7742     Pavarde7742                         3.24                3.00
Vardas7744     Pavarde7744                         4.83                4.40
Vardas7745     Pavarde7745                         2.95                3.40
Vardas7751     Pavarde7751                         4.61                4.80
Vardas7752     Pavarde7752                         4.97                4.60
Vardas7754     Pavarde7754                         3.89                4.00
Vardas7755     Pavarde7755                         4.59                4.40
Vardas7758     Pavarde7758                         4.80                4.80
Vardas7759     Pavarde7759                         4.63                4.20
Vardas7761     Pavarde7761                         4.89                5.00
Vardas7766     Pavarde7766                         3.71                4.00
Vardas777      Pavarde777                          3.57                4.00
Vardas7770     Pavarde7770                         4.37                4.80
Vardas7771     Pavarde7771                         4.17                3.80
Vardas7776     Pavarde7776                         4.12                4.20
Vardas778      Pavarde778                          3.01                2.40
Vardas7780     Pavarde7780                         2.68                2.60
Vardas7781     Pavarde7781                         4.20                4.60
Vardas7786     Pavarde7786                         3.60                3.60
Vardas7788     Pavarde7788                         3.65                4.00
Vardas7789     Pavarde7789                         4.61                4.40
Vardas779      Pavarde779                          4.84                4.60
Vardas7790     Pavarde7790                         3.65                4.00
Vardas7794     Pavarde7794                         4.15                3.80
Vardas7796     Pavarde7796                         3.11                3.00
Vardas7799     Pavarde7799                         3.41                3.60
Vardas78       Pavarde78                           3.49                3.60
Vardas780      Pavarde780                          4.99                4.80
Vardas7800     Pavarde7800                         2.79                2.60
Vardas7801     Pavarde7801                         2.63                2.60
Vardas7802     Pavarde7802                         3.99                4.20
Vardas7803     Pavarde7803                         2.95                3.40
Vardas7804     Pavarde7804                         3.19                3.40
Vardas7805     Pavarde7805                         2.71                2.60
Vardas7807     Pavarde7807                         4.07                3.80
Vardas7809     Pavarde7809                         4.17                4.60
Vardas7810     Pavarde7810                         4.04                4.20
Vardas7815     Pavarde7815                         3.39                3.20
Vardas7816     Pavarde7816                         3.09                2.80
Vardas7818     Pavarde7818                         3.00                3.40
Vardas7819     Pavarde7819                         3.47                3.20
Vardas782      Pavarde782                          3.12                3.20
Vardas7824     Pavarde7824                         2.81                2.60
Vardas7826     Pavarde7826                         4.95                4.60
Vardas7827     Pavarde7827                         3.85                3.80
Vardas783      Pavarde783                          4.48                4.40
Vardas7836     Pavarde7836                         3.93                3.80
Vardas7838     Pavarde7838                         3.73                4.40
Vardas7839     Pavarde7839                         3.67                3.80
Vardas784      Pavarde784                          3.80                4.20
Vardas7841     Pavarde7841                         4.45                4.00
Vardas7842     Pavarde7842                         4.51                4.00
Vardas7843     Pavarde7843                         3.36                3.60
Vardas7848     Pavarde7848                         2.97                3.00
Vardas785      Pavarde785                          4.85                4.40
Vardas7854     Pavarde7854                         3.27                3.80
Vardas7856     Pavarde7856                         3.43                3.80
Vardas7859     Pavarde7859                         4.12                4.20
Vardas786      Pavarde786                          3.05                3.40
Vardas7860     Pavarde7860                         4.85                4.80
Vardas7863     Pavarde7863                         3.36                2.80
Vardas7864     Pavarde7864                         4.77                4.80
Vardas7865     Pavarde7865                         3.24                3.40
Vardas7867     Pavarde7867                         3.16                3.80
Vardas7869     Pavarde7869                         3.15                2.80
Vardas7871     Pavarde7871                         3.85                3.80
Vardas7874     Pavarde7874                         4.40                4.80
Vardas7875     Pavarde7875                         4.11                4.00
Vardas7876     Pavarde7876                         3.33                3.60
Vardas7877     Pavarde7877                         3.47                2.80
Vardas7878     Pavarde7878                         4.75                4.80
Vardas7883     Pavarde7883                         3.41                3.20
Vardas7885     Pavarde7885                         3.03                3.40
Vardas7886     Pavarde7886                         2.79                3.00
Vardas7887     Pavarde7887                         3.24                3.00
Vardas7894     Pavarde7894                         2.96                2.80
Vardas7895     Pavarde7895                         3.29                3.40
Vardas7899     Pavarde7899                         3.85                3.40
Vardas790      Pavarde790                          4.64                4.80
Vardas7906     Pavarde7906                         4.35                4.40
Vardas791      Pavarde791                          4.52                4.60
Vardas7914     Pavarde7914                         3.71                4.00
Vardas7917     Pavarde7917                         3.39                3.20
Vardas7919     Pavarde7919                         3.93                3.80
Vardas7921     Pavarde7921                         3.05                3.00
Vardas7922     Pavarde7922                         2.76                3.00
Vardas7927     Pavarde7927                         4.09                4.20
Vardas7928     Pavarde7928                         3.55                3.60
Vardas7929     Pavarde7929                         3.09                3.20
Vardas793      Pavarde793                          3.03                3.00
Vardas7931     Pavarde7931                         3.99                4.20
Vardas7935     Pavarde7935                         2.97                3.00
Vardas7938     Pavarde7938                         4.49                5.00
Vardas794      Pavarde794                          4.11                4.00
Vardas7940     Pavarde7940                         4.72                4.80
Vardas7942     Pavarde7942                         3.56                3.80
Vardas7943     Pavarde7943                         3.75                3.80
Vardas7944     Pavarde7944                         3.93                4.60
Vardas7945     Pavarde7945                         4.69                4.80
Vardas7947     Pavarde7947                         4.37                4.40
Vardas7948     Pavarde7948                         2.23                2.20
Vardas795      Pavarde795                          4.48                4.00
Vardas7952     Pavarde7952                         4.71                4.60
Vardas7956     Pavarde7956                         3.76                4.00
Vardas7957     Pavarde7957                         4.27                4.00
Vardas7959     Pavarde7959                         3.91                3.80
Vardas7962     Pavarde7962                         3.65                3.60
Vardas7963     Pavarde7963                         3.04                2.80
Vardas7966     Pavarde7966                         2.68                2.60
Vardas7968     Pavarde7968                         3.25                2.80
Vardas797      Pavarde797                          4.12                4.60
Vardas7970     Pavarde7970                         2.81                2.60
Vardas7971     Pavarde7971                         2.87                3.00
Vardas7972     Pavarde7972                         3.49                4.00
Vardas7973     Pavarde7973                         4.76                4.20
Vardas7975     Pavarde7975                         4.44                5.00
Vardas7977     Pavarde7977                         4.44                4.20
Vardas7978     Pavarde7978                         4.84                5.00
Vardas798      Pavarde798                          4.81                4.60
Vardas7981     Pavarde7981                         4.23                4.60
Vardas7984     Pavarde7984                         3.71                3.60
Vardas7989     Pavarde7989                         3.05                3.00
Vardas7992     Pavarde7992                         2.84                3.00
Vardas7993     Pavarde7993                         3.55                3.20
Vardas8000     Pavarde8000                         4.07                3.80
Vardas8004     Pavarde8004                         4.04                4.20
Vardas8005     Pavarde8005                         4.64                4.80
Vardas8006     Pavarde8006                         3.17                2.80
Vardas8007     Pavarde8007                         2.39                2.60
Vardas8011     Pavarde8011                         2.76                3.00
Vardas8012     Pavarde8012                         4.76                4.60
Vardas8013     Pavarde8013                         4.37                4.00
Vardas8014     Pavarde8014                         2.57                2.60
Vardas8018     Pavarde8018                         4.05                4.40
Vardas802      Pavarde802                          2.47                2.20
Vardas8021     Pavarde8021                         4.69                4.80
Vardas8023     Pavarde8023                         4.04                3.80
Vardas8026     Pavarde8026                         4.04                4.20
Vardas8027     Pavarde8027                         2.77                2.40
Vardas8033     Pavarde8033                         3.69                3.40
Vardas8034     Pavarde8034                         3.57                4.00
Vardas8044     Pavarde8044                         3.64                3.40
Vardas8046     Pavarde8046                         2.81                2.60
Vardas8049     Pavarde8049                         4.04                3.80
Vardas8050     Pavarde8050                         3.36                3.60
Vardas8052     Pavarde8052                         4.51                4.40
Vardas8055     Pavarde8055                         2.47                3.00
Vardas8056     Pavarde8056                         4.24                4.40
Vardas8058     Pavarde8058                         3.87                4.40
Vardas8059     Pavarde8059                         4.56                4.80
Vardas8067     Pavarde8067                         4.07                3.80
Vardas8069     Pavarde8069                         3.03                3.00
Vardas8070     Pavarde8070                         4.01                4.20
Vardas808      Pavarde808                          4.43                4.40
Vardas8082     Pavarde8082                         4.48                4.40
Vardas8091     Pavarde8091                         4.43                4.80
Vardas8093     Pavarde8093                         4.51                4.80
Vardas8094     Pavarde8094                         3.83                3.00
Vardas8101     Pavarde8101                         3.84                4.00
Vardas8102     Pavarde8102                         4.47                4.20
Vardas8104     Pavarde8104                         4.48                4.00
Vardas8107     Pavarde8107                         2.68                2.20
Vardas8108     Pavarde8108                         4.09                3.80
Vardas811      Pavarde811                          3.32                3.80
Vardas8110     Pavarde8110                         3.79                4.40
Vardas8111     Pavarde8111                         4.69                5.20
Vardas8112     Pavarde8112                         4.51                4.40
Vardas8114     Pavarde8114                         2.60                3.00
Vardas8115     Pavarde8115                         3.47                3.20
Vardas8118     Pavarde8118                         4.29                4.00
Vardas8122     Pavarde8122                         2.48                2.00
Vardas8123     Pavarde8123                         3.31                3.20
Vardas8126     Pavarde8126                         3.16                3.40
Vardas8128     Pavarde8128                         3.60                3.60
Vardas813      Pavarde813                          3.99                4.20
Vardas8130     Pavarde8130                         3.64                3.00
Vardas8131     Pavarde8131                         3.56                3.40
Vardas8133     Pavarde8133                         4.31                4.60
Vardas8135     Pavarde8135                         4.08                4.00
Vardas814      Pavarde814                          3.33                3.20
Vardas8140     Pavarde8140                         4.97                5.00
Vardas8141     Pavarde8141                         3.87                4.00
Vardas8142     Pavarde8142                         4.43                4.40
Vardas8143     Pavarde8143                         3.52                3.60
Vardas8146     Pavarde8146                         2.71                2.60
Vardas8150     Pavarde8150                         4.59                4.80
Vardas8154     Pavarde8154                         2.79                2.60
Vardas816      Pavarde816                          4.77                5.20
Vardas8161     Pavarde8161                         2.76                3.00
Vardas8168     Pavarde8168                         3.83                3.40
Vardas8169     Pavarde8169                         3.39                3.60
Vardas8170     Pavarde8170                         2.84                3.40
Vardas8171     Pavarde8171                         4.52                4.60
Vardas8172     Pavarde8172                         3.47                3.20
Vardas8173     Pavarde8173                         3.67                3.80
Vardas8174     Pavarde8174                         4.89                4.60
Vardas8177     Pavarde8177                         3.89                4.40
Vardas8180     Pavarde8180                         4.29                4.00
Vardas8181     Pavarde8181                         4.59                4.80
Vardas8182     Pavarde8182                         4.28                4.60
Vardas8187     Pavarde8187                         3.20                3.20
Vardas8188     Pavarde8188                         4.19                4.00
Vardas8189     Pavarde8189                         4.09                4.20
Vardas819      Pavarde819                          4.37                4.40
Vardas8190     Pavarde8190                         2.43                2.00
Vardas8191     Pavarde8191                         3.65                3.60
Vardas8193     Pavarde8193                         4.72                4.80
Vardas8194     Pavarde8194                         4.32                4.00
Vardas8197     Pavarde8197                         3.08                3.40
Vardas8199     Pavarde8199                         4.93                5.20
Vardas8200     Pavarde8200                         4.88                5.20
Vardas8201     Pavarde8201                         2.76                3.00
Vardas8202     Pavarde8202                         2.15                1.80
Vardas8204     Pavarde8204                         4.32                4.00
Vardas8206     Pavarde8206                         3.80                3.40
Vardas8207     Pavarde8207                         4.88                5.20
Vardas8210     Pavarde8210                         4.67                4.80
Vardas8214     Pavarde8214                         4.15                4.20
Vardas8215     Pavarde8215                         4.72                4.80
Vardas8216     Pavarde8216                         4.01                4.20
Vardas8220     Pavarde8220                         2.47                2.20
Vardas8227     Pavarde8227                         4.93                5.60
Vardas8229     Pavarde8229                         4.91                4.80
Vardas823      Pavarde823                          2.36                2.20
Vardas8232     Pavarde8232                         4.84                4.20
Vardas8235     Pavarde8235                         4.51                4.80
Vardas8237     Pavarde8237                         3.25                3.20
Vardas8239     Pavarde8239                         2.49                2.20
Vardas8241     Pavarde8241                         4.11                4.00
Vardas8243     Pavarde8243                         3.77                3.80
Vardas8245     Pavarde8245                         4.77                5.20
Vardas8246     Pavarde8246                         3.49                4.00
Vardas8248     Pavarde8248                         3.71                4.00
Vardas8255     Pavarde8255                         4.68                4.20
Vardas8256     Pavarde8256                         3.60                4.00
Vardas8257     Pavarde8257                         4.12                3.80
Vardas8258     Pavarde8258                         3.39                3.20
Vardas8259     Pavarde8259                         3.15                3.20
Vardas8260     Pavarde8260                         3.41                3.20
Vardas8261     Pavarde8261                         3.71                4.00
Vardas8263     Pavarde8263                         3.36                3.20
Vardas8264     Pavarde8264                         3.80                3.80
Vardas8267     Pavarde8267                         3.36                3.20
Vardas8269     Pavarde8269                         2.95                3.00
Vardas827      Pavarde827                          4.91                5.20
Vardas8272     Pavarde8272                         4.09                3.80
Vardas8274     Pavarde8274                         4.25                4.20
Vardas8276     Pavarde8276                         4.61                4.40
Vardas8278     Pavarde8278                         4.80                4.80
Vardas8280     Pavarde8280                         3.56                3.40
Vardas8281     Pavarde8281                         3.39                3.20
Vardas8282     Pavarde8282                         4.05                4.40
Vardas8284     Pavarde8284                         4.61                4.80
Vardas8287     Pavarde8287                         4.12                3.80
Vardas8292     Pavarde8292                         3.11                3.40
Vardas8293     Pavarde8293                         4.31                4.60
Vardas8294     Pavarde8294                         3.40                3.40
Vardas8295     Pavarde8295                         3.49                3.60
Vardas8297     Pavarde8297                         3.80                3.80
Vardas8298     Pavarde8298                         2.99                2.40
Vardas8299     Pavarde8299                         3.33                3.20
Vardas83       Pavarde83                           3.96                3.80
Vardas8302     Pavarde8302                         2.99                2.80
Vardas8306     Pavarde8306                         3.77                3.80
Vardas8307     Pavarde8307                         3.75                3.80
Vardas8310     Pavarde8310                         4.56                4.80
Vardas8311     Pavarde8311                         3.47                3.20
Vardas8313     Pavarde8313                         3.75                3.80
Vardas8314     Pavarde8314                         4.33                4.20
Vardas8315     Pavarde8315                         2.63                2.60
Vardas8316     Pavarde8316                         2.79                2.60
Vardas8317     Pavarde8317                         3.73                4.00
Vardas8318     Pavarde8318                         3.24                3.40
Vardas832      Pavarde832                          3.08                3.80
Vardas8320     Pavarde8320                         4.31                4.20
Vardas8321     Pavarde8321                         3.16                3.80
Vardas8324     Pavarde8324                         3.64                3.40
Vardas8326     Pavarde8326                         3.17                3.20
Vardas8328     Pavarde8328                         4.21                4.00
Vardas8329     Pavarde8329                         3.28                3.60
Vardas8330     Pavarde8330                         4.89                5.00
Vardas8335     Pavarde8335                         3.16                3.00
Vardas8336     Pavarde8336                         3.69                3.40
Vardas8337     Pavarde8337                         4.91                4.80
Vardas8339     Pavarde8339                         4.97                4.60
Vardas834      Pavarde834                          3.99                3.80
Vardas8342     Pavarde8342                         4.92                5.00
Vardas8343     Pavarde8343                         4.53                4.40
Vardas8346     Pavarde8346                         4.36                4.60
Vardas835      Pavarde835                          3.48                3.40
Vardas8351     Pavarde8351                         3.05                3.00
Vardas8353     Pavarde8353                         3.23                3.20
Vardas8359     Pavarde8359                         3.19                3.40
Vardas836      Pavarde836                          3.03                3.40
Vardas8362     Pavarde8362                         2.65                3.00
Vardas8363     Pavarde8363                         4.99                5.20
Vardas8365     Pavarde8365                         4.59                4.80
Vardas8367     Pavarde8367                         4.25                5.00
Vardas8369     Pavarde8369                         2.81                3.00
Vardas837      Pavarde837                          4.44                5.00
Vardas8371     Pavarde8371                         4.20                4.20
Vardas8375     Pavarde8375                         3.24                4.20
Vardas8377     Pavarde8377                         2.49                2.60
Vardas8380     Pavarde8380                         3.63                3.60
Vardas8383     Pavarde8383                         2.44                2.20
Vardas8386     Pavarde8386                         4.43                4.00
Vardas8388     Pavarde8388                         3.32                3.40
Vardas8391     Pavarde8391                         2.92                2.60
Vardas8395     Pavarde8395                         4.69                4.80
Vardas8398     Pavarde8398                         2.71                2.20
Vardas84       Pavarde84                           3.25                3.20
Vardas840      Pavarde840                          3.36                4.00
Vardas8400     Pavarde8400                         4.96                5.60
Vardas8401     Pavarde8401                         3.41                3.20
Vardas8404     Pavarde8404                         3.96                4.20
Vardas8408     Pavarde8408                         4.12                4.20
Vardas841      Pavarde841                          2.49                2.20
Vardas8413     Pavarde8413                         4.09                4.20
Vardas8416     Pavarde8416                         3.85                3.80
Vardas8417     Pavarde8417                         4.51                4.80
Vardas8421     Pavarde8421                         3.93                3.80
Vardas8422     Pavarde8422                         2.36                2.20
Vardas8425     Pavarde8425                         4.23                4.60
Vardas8426     Pavarde8426                         4.45                4.00
Vardas8428     Pavarde8428                         2.57                2.60
Vardas8430     Pavarde8430                         3.68                4.00
Vardas8432     Pavarde8432                         4.31                4.60
Vardas8433     Pavarde8433                         4.33                4.20
Vardas8434     Pavarde8434                         4.29                4.40
Vardas8437     Pavarde8437                         2.65                2.60
Vardas8439     Pavarde8439                         4.41                3.80
Vardas8443     Pavarde8443                         4.89                4.60
Vardas8444     Pavarde8444                         2.68                2.60
Vardas8446     Pavarde8446                         2.60                2.60
Vardas8453     Pavarde8453                         3.44                3.60
Vardas8454     Pavarde8454                         3.91                3.80
Vardas8458     Pavarde8458                         4.40                4.40
Vardas8459     Pavarde8459                         4.17                4.60
Vardas8461     Pavarde8461                         3.68                4.00
Vardas8462     Pavarde8462                         3.92                4.40
Vardas8464     Pavarde8464                         3.56                3.40
Vardas8468     Pavarde8468                         4.67                4.80
Vardas8472     Pavarde8472                         3.60                4.00
Vardas8473     Pavarde8473                         3.75                3.80
Vardas8475     Pavarde8475                         3.44                3.60
Vardas8480     Pavarde8480                         3.31                3.60
Vardas849      Pavarde849                          4.92                5.00
Vardas8490     Pavarde8490                         4.95                4.60
Vardas8491     Pavarde8491                         4.20                4.20
Vardas8492     Pavarde8492                         3.09                3.20
Vardas8493     Pavarde8493                         3.56                3.80
Vardas8499     Pavarde8499                         3.47                3.60
Vardas85       Pavarde85                           2.73                2.60
Vardas8500     Pavarde8500                         2.57                2.20
Vardas8502     Pavarde8502                         2.95                2.60
Vardas8505     Pavarde8505                         4.75                4.40
Vardas8513     Pavarde8513                         4.53                4.80
Vardas8515     Pavarde8515                         3.00                3.40
Vardas8517     Pavarde8517                         3.93                4.20
Vardas852      Pavarde852                          4.21                4.00
Vardas8521     Pavarde8521                         3.83                3.40
Vardas8525     Pavarde8525                         3.07                2.80
Vardas8526     Pavarde8526                         3.72                3.80
Vardas8527     Pavarde8527                         4.56                4.80
Vardas8533     Pavarde8533                         3.17                3.20
Vardas8534     Pavarde8534                         3.93                3.40
Vardas8535     Pavarde8535                         2.47                2.20
Vardas8536     Pavarde8536                         4.48                4.40
Vardas854      Pavarde854                          2.68                3.00
Vardas8540     Pavarde8540                         3.27                3.40
Vardas8547     Pavarde8547                         4.65                4.60
Vardas8549     Pavarde8549                         4.80                4.40
Vardas855      Pavarde855                          2.97                3.00
Vardas8550     Pavarde8550                         4.99                5.20
Vardas8554     Pavarde8554                         2.28                2.20
Vardas8556     Pavarde8556                         2.60                2.60
Vardas8559     Pavarde8559                         3.65                3.60
Vardas8560     Pavarde8560                         3.16                3.00
Vardas8565     Pavarde8565                         4.44                4.60
Vardas857      Pavarde857                          2.31                2.20
Vardas8572     Pavarde8572                         3.97                4.00
Vardas8575     Pavarde8575                         4.96                4.80
Vardas8589     Pavarde8589                         4.77                4.80
Vardas859      Pavarde859                          4.43                4.40
Vardas8592     Pavarde8592                         3.44                3.60
Vardas8593     Pavarde8593                         4.20                4.20
Vardas8594     Pavarde8594                         4.08                4.00
Vardas8596     Pavarde8596                         3.56                3.40
Vardas8597     Pavarde8597                         3.79                4.00
Vardas8599     Pavarde8599                         4.85                4.80
Vardas86       Pavarde86                           3.01                2.80
Vardas8600     Pavarde8600                         3.05                3.00
Vardas8606     Pavarde8606                         4.33                4.60
Vardas8608     Pavarde8608                         3.13                3.40
Vardas8610     Pavarde8610                         3.97                4.40
Vardas8613     Pavarde8613                         4.59                4.80
Vardas8614     Pavarde8614                         2.44                2.20
Vardas8617     Pavarde8617                         4.64                4.40
Vardas8618     Pavarde8618                         4.75                5.60
Vardas862      Pavarde862                          3.76                4.00
Vardas8621     Pavarde8621                         2.57                2.60
Vardas8622     Pavarde8622                         4.53                4.40
Vardas8623     Pavarde8623                         4.40                4.40
Vardas8624     Pavarde8624                         4.08                3.60
Vardas8626     Pavarde8626                         3.96                4.20
Vardas8631     Pavarde8631                         4.53                4.40
Vardas8635     Pavarde8635                         4.72                4.80
Vardas8637     Pavarde8637                         2.97                3.00
Vardas8638     Pavarde8638                         3.99                4.20
Vardas864      Pavarde864                          4.45                4.40
Vardas8643     Pavarde8643                         3.93                3.80
Vardas8646     Pavarde8646                         3.67                3.40
Vardas865      Pavarde865                          2.44                2.20
Vardas8650     Pavarde8650                         3.52                3.60
Vardas8651     Pavarde8651                         3.61                3.40
Vardas8652     Pavarde8652                         4.47                4.60
Vardas8653     Pavarde8653                         4.56                4.40
Vardas8659     Pavarde8659                         4.21                3.60
Vardas866      Pavarde866                          4.64                4.40
Vardas8662     Pavarde8662                         4.53                4.00
Vardas8663     Pavarde8663                         4.19                4.00
Vardas8665     Pavarde8665                         3.15                3.20
Vardas867      Pavarde867                          2.87                3.00
Vardas8674     Pavarde8674                         2.92                3.40
Vardas8676     Pavarde8676                         4.11                3.60
Vardas8680     Pavarde8680                         2.71                3.00
Vardas8682     Pavarde8682                         2.95                3.40
Vardas8684     Pavarde8684                         4.29                4.00
Vardas8685     Pavarde8685                         3.17                3.20
Vardas8686     Pavarde8686                         2.71                2.20
Vardas8688     Pavarde8688                         3.33                3.20
Vardas8693     Pavarde8693                         3.63                3.60
Vardas8697     Pavarde8697                         2.44                2.20
Vardas8699     Pavarde8699                         3.88                3.40
Vardas87       Pavarde87                           3.04                2.80
Vardas8700     Pavarde8700                         3.23                2.80
Vardas8701     Pavarde8701                         2.52                2.20
Vardas8702     Pavarde8702                         3.31                3.20
Vardas8703     Pavarde8703                         3.52                4.00
Vardas8705     Pavarde8705                         2.49                2.20
Vardas8706     Pavarde8706                         4.85                5.20
Vardas8707     Pavarde8707                         3.79                4.00
Vardas8708     Pavarde8708                         3.16                3.40
Vardas8713     Pavarde8713                         3.16                3.40
Vardas8714     Pavarde8714                         2.28                1.80
Vardas8718     Pavarde8718                         3.61                3.40
Vardas8719     Pavarde8719                         3.03                2.60
Vardas8721     Pavarde8721                         3.80                3.80
Vardas8728     Pavarde8728                         3.21                3.00
Vardas873      Pavarde873                          4.96                4.80
Vardas8730     Pavarde8730                         4.09                4.60
Vardas8731     Pavarde8731                         3.93                3.80
Vardas8732     Pavarde8732                         4.25                4.20
Vardas8734     Pavarde8734                         3.87                4.00
Vardas8735     Pavarde8735                         2.79                2.60
Vardas8736     Pavarde8736                         4.72                4.40
Vardas874      Pavarde874                          4.89                4.60
Vardas8741     Pavarde8741                         2.84                3.00
Vardas8743     Pavarde8743                         3.01                2.80
Vardas8747     Pavarde8747                         4.37                4.00
Vardas875      Pavarde875                          2.31                1.80
Vardas8750     Pavarde8750                         4.57                5.00
Vardas8751     Pavarde8751                         4.39                4.60
Vardas8752     Pavarde8752                         4.09                4.20
Vardas8754     Pavarde8754                         3.25                3.20
Vardas8755     Pavarde8755                         2.81                2.60
Vardas8758     Pavarde8758                         4.07                4.20
Vardas876      Pavarde876                          3.60                3.60
Vardas8760     Pavarde8760                         4.67                4.80
Vardas8761     Pavarde8761                         4.89                4.60
Vardas8762     Pavarde8762                         4.77                4.80
Vardas8763     Pavarde8763                         3.08                3.00
Vardas8764     Pavarde8764                         3.08                3.00
Vardas8766     Pavarde8766                         2.20                2.20
Vardas8767     Pavarde8767                         4.12                4.20
Vardas8768     Pavarde8768                         3.28                3.20
Vardas8771     Pavarde8771                         4.53                4.40
Vardas8775     Pavarde8775                         3.31                2.80
Vardas8776     Pavarde8776                         2.52                2.60
Vardas8777     Pavarde8777                         4.69                4.40
Vardas878      Pavarde878                          3.59                3.40
Vardas8780     Pavarde8780                         3.31                4.00
Vardas8786     Pavarde8786                         3.39                3.20
Vardas8787     Pavarde8787                         2.31                2.20
Vardas8791     Pavarde8791                         4.24                4.00
Vardas8794     Pavarde8794                         3.65                3.60
Vardas8796     Pavarde8796                         3.25                3.20
Vardas8797     Pavarde8797                         3.31                3.20
Vardas8804     Pavarde8804                         4.39                4.60
Vardas8808     Pavarde8808                         3.28                3.20
Vardas881      Pavarde881                          4.35                4.40
Vardas8810     Pavarde8810                         4.48                4.00
Vardas8814     Pavarde8814                         3.17                2.80
Vardas8820     Pavarde8820                         4.92                4.60
Vardas8823     Pavarde8823                         4.83                4.40
Vardas8827     Pavarde8827                         4.12                4.60
Vardas8828     Pavarde8828                         3.03                2.60
Vardas8829     Pavarde8829                         4.05                3.60
Vardas883      Pavarde883                          4.56                4.00
Vardas8830     Pavarde8830                         3.61                3.00
Vardas8833     Pavarde8833                         2.57                2.60
Vardas8838     Pavarde8838                         2.41                2.20
Vardas8843     Pavarde8843                         3.39                4.00
Vardas8844     Pavarde8844                         3.83                3.80
Vardas8846     Pavarde8846                         4.72                5.20
Vardas8849     Pavarde8849                         3.36                3.20
Vardas885      Pavarde885                          3.77                3.40
Vardas8850     Pavarde8850                         4.20                4.20
Vardas8854     Pavarde8854                         3.75                3.40
Vardas8857     Pavarde8857                         4.61                4.40
Vardas8862     Pavarde8862                         3.17                2.80
Vardas8863     Pavarde8863                         4.47                4.60
Vardas8867     Pavarde8867                         4.83                4.80
Vardas8868     Pavarde8868                         4.19                4.00
Vardas887      Pavarde887                          4.53                4.40
Vardas8873     Pavarde8873                         3.19                3.40
Vardas8877     Pavarde8877                         2.99                2.80
Vardas8878     Pavarde8878                         3.99                4.20
Vardas8880     Pavarde8880                         4.20                3.80
Vardas8882     Pavarde8882                         4.37                4.40
Vardas8883     Pavarde8883                         4.36                4.20
Vardas8884     Pavarde8884                         3.31                3.20
Vardas8888     Pavarde8888                         3.75                3.40
Vardas8889     Pavarde8889                         4.77                4.80
Vardas8894     Pavarde8894                         4.35                4.40
Vardas8895     Pavarde8895                         4.04                4.20
Vardas8896     Pavarde8896                         2.89                2.60
Vardas8898     Pavarde8898                         4.75                5.20
Vardas8899     Pavarde8899                         3.55                3.60
Vardas89       Pavarde89                           2.96                2.40
